"","ID","Strain.x","Age","Weight.x","Clutch","shh_R2_spot","shh_M1_spot","shh_M2_spot","cap_transition","M1_spot_split_LR","shboob","Total_state","stateord","Symmetry","groupwt","nid","Age.dpc.","Date","Strain.y","Weight.y","Litter","Weekday","indata","age","poids","portee","agerel","poidscor","agecor","agepreditsanscor","poidscor2","agecor2","dev01","dev.inf","dev.sup","sd","dev05","dev15","ident"
"71","shh_15.0_07_285_FD","FVB",15,285,"FD",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","Y",325,"285FD",15,"7/24/2014","FVB",285,"FD",5,TRUE,15,5.65248918026865,"FD",0,5.61324285167274,15.0942059434515,15.1790849550434,5.63561325897241,15.1425869800589,15.1659197646251,14.7666206919381,15.562071445991,"001",15.1659952731438,15.1006848319176,536
"72","shh_14.5_09_246_FL","FVB",14.5,246,"FL",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"246FL",14.5,"12/11/2014","FVB",246,"FL",5,TRUE,14.5,5.50533153593236,"FL",-0.5,5.50986283563798,14.8706234099174,14.860823455272,5.50727999480578,14.8650374357695,14.8708370797207,14.4614521332709,15.2688674505415,"001",14.8557139536992,14.8707335373545,420
"73","shh_15.0_08_259_FD","FVB",15,259,"FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"259FD",15,"7/24/2014","FVB",259,"FD",5,TRUE,15,5.55682806169954,"FD",0,5.51758173310363,14.8873172615693,14.9721962731612,5.5399521404033,14.9356982981767,14.9587667389082,14.5565388838269,15.3505832324066,"001",14.9592677865409,14.8944425132931,531
"74","shh_15.0_08_259_FD","FVB",15,259,"FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"259FD",15,"7/24/2014","FVB",259,"FD",5,TRUE,15,5.55682806169954,"FD",0,5.51758173310363,14.8873172615693,14.9721962731612,5.5399521404033,14.9356982981767,14.9587667389082,14.5565388838269,15.3505832324066,"001",14.9592677865409,14.8944425132931,532
"75","shh_14.5_20_343_DP","DUHi",14.5,343,"DP",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","-",325,"343DP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","shh_15.0_15_285_DK","DUHi",15,285,"DK",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"285DK",15,"3/13/2014","DUHi",285,"DK",5,TRUE,15,5.65248918026865,"DK",0,5.54206000097664,15.1413325951603,15.3474695914819,5.60500463317309,15.2588306830636,15.2915257302922,14.9538383281252,15.6504162121742,"001",15.334453719069,15.1693059784547,179
"77","shh_14.5_07_367_DP","DUHi",14.5,367,"DP",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","-",325,"367DP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","shh_14.5_11_263_DI","DUHi",14.5,263,"DI",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"263DI",14.5,"3/4/2014","DUHi",263,"DI",3,TRUE,14.5,5.57215403217776,"DI",-0.5,5.34637011674046,14.7760403308731,15.1975088090811,5.47506694853972,15.0162773634517,15.0940949046822,14.7512991299122,15.458434794126,"001",15.1740595706277,14.8271008611318,142
"79","shh_15.5_15_399_DN","DUHi",15.5,399,"DN",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","Y",325,"399DN",15.5,"3/12/2014","DUHi",399,"DN",4,TRUE,15.5,5.98896141688986,"DN",0.5,5.76421019232924,15.5560180385483,15.9755588034761,5.8923183903288,15.7951562745572,15.8769098456104,15.5268523109705,16.2621024300275,"001",15.9480987932925,15.6060413072042,212
"80","shh_15.5_16_427_DN","DUHi",15.5,427,"DN",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"427DN",15.5,"3/12/2014","DUHi",427,"DN",4,TRUE,15.5,6.05678401322862,"DN",0.5,5.832032788668,15.6826217711997,16.1021625361275,5.96014098666756,15.9217600072086,16.0028110136868,15.6500537710875,16.3938157091451,"001",16.0748129370335,15.7324448546805,215
"81","shh_15.5_16_427_DN","DUHi",15.5,427,"DN",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","y",325,"427DN",15.5,"3/12/2014","DUHi",427,"DN",4,TRUE,15.5,6.05678401322862,"DN",0.5,5.832032788668,15.6826217711997,16.1021625361275,5.96014098666756,15.9217600072086,16.0028110136868,15.6500537710875,16.3938157091451,"001",16.0748129370335,15.7324448546805,216
"82","shh_15.0_01_234_FD","FVB",15,234,"FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"234FD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","shh_15.0_02_246_FD","FVB",15,246,"FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","Y",325,"246FD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","shh_15.0_03_273_FD","FVB",15,273,"FD",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","y",325,"273FD",15,"7/24/2014","FVB",273,"FD",5,TRUE,15,5.60947179518496,"FD",0,5.57022546658905,15.0011711741418,15.0860501857338,5.59259587388872,15.0495522107492,15.0731823510475,14.6713144273539,15.4662775986996,"001",15.0730374179898,15.0080743005174,533
"85","shh_14.5_04_255-256_DG","DUHi",14.5,255.5,"DG",1,2,0,1,0,1,"1_2_1_1","227_1_2_1_1","-",227,"255.5DG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","shh_15.0_04_217-218_DJ","DUHi",15,217.5,"DJ",1,2,0,1,0,1,"1_2_1_1","227_1_2_1_1","-",227,"217.5DJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","shh_15.5_06_244_DV","DUHi",15.5,244,"DV",1,2,0,2,0,1,"1_2_2_1","235_1_2_2_1","y",235,"244DV",15.5,"10/23/2014","DUHi",244,"DV",5,TRUE,15.5,5.4971682252932,"DV",0.5,5.41299987478808,14.9004174047373,15.0575335860736,5.460975834576,14.989973628099,15.0149411064276,14.6753101393313,15.3673701173918,"001",15.0485514840825,14.9237188074919,223
"88","shh_16.0_02_402_FE","FVB",16,402,"FE",0,2,0,2,2,1,"0_2_2_1","325_0_2_2_1","Y",325,"402FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","shh_13.5_04_111-117_DB","DUHi",13.5,114,"DB",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","-",123,"114DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","shh_14.0_08_169_DR","DUHi",14,169,"DR",2,0,0,0,0,1,"2_0_0_1","145_2_0_0_1","Y",145,"169DR",14,"7/30/2014","DUHi",169,"DR",4,TRUE,14,5.12989871492307,"DR",-1,5.08639190527468,14.2907417171897,14.3719554246351,5.11119078677427,14.3370335304336,14.352735286914,13.9956723005621,14.7091446454857,"001",14.3680404373198,14.3029388918437,78
"91","shh_14.0_10_143_DF","DUHi",14,143,"DF",2,0,0,0,0,1,"2_0_0_1","145_2_0_0_1","Y",145,"143DF",14,"7/17/2014","DUHi",143,"DF",5,TRUE,14,4.96284463025991,"DF",-1,5.04557255483404,14.2145446617957,14.0601173085095,4.99841763782678,14.1265210704226,14.0964612235995,13.7354565356586,14.4460755262751,"001",14.0723464592944,14.1952462148462,69
"92","shh_14.0_10_143_DF","DUHi",14,143,"DF",2,0,0,0,0,1,"2_0_0_1","145_2_0_0_1","Y",145,"143DF",14,"7/17/2014","DUHi",143,"DF",5,TRUE,14,4.96284463025991,"DF",-1,5.04557255483404,14.2145446617957,14.0601173085095,4.99841763782678,14.1265210704226,14.0964612235995,13.7354565356586,14.4460755262751,"001",14.0723464592944,14.1952462148462,70
"93","shh_14.0_13_113_DU","DUHi",14,113,"DU",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","-",123,"113DU",14,"10/14/2014","DUHi",113,"DU",3,TRUE,14,4.72738781871234,"DU",-1,4.85763550706346,13.8637245364145,13.6205925360985,4.78339432470332,13.7251392962344,13.6801078900383,13.3079756459772,14.0318489157186,"001",13.6346049937346,13.8341698828987,83
"94","shh_14.0_14_125_DU","DUHi",14,125,"DU",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","Y",123,"125DU",14,"10/14/2014","DUHi",125,"DU",3,TRUE,14,4.8283137373023,"DU",-1,4.95856142565342,14.0521218951788,13.8089898948628,4.88432024329328,13.9135366549987,13.8675691294811,13.5036772363238,14.2138967551224,"001",13.8225215995404,14.0221254819291,85
"95","shh_14.0_19_139_DF","DUHi",14,139,"DF",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","-",123,"139DF",14,"7/17/2014","DUHi",139,"DF",5,TRUE,14,4.93447393313069,"DF",-1,5.01720185770482,14.1615853775987,14.0071580243126,4.97004694069757,14.0735617862256,14.043439259623,13.6812241330392,14.3939706776387,"001",14.0193874074401,14.1425249335677,66
"96","shh_14.0_19_139_DF","DUHi",14,139,"DF",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","-",123,"139DF",14,"7/17/2014","DUHi",139,"DF",5,TRUE,14,4.93447393313069,"DF",-1,5.01720185770482,14.1615853775987,14.0071580243126,4.97004694069757,14.0735617862256,14.043439259623,13.6812241330392,14.3939706776387,"001",14.0193874074401,14.1425249335677,67
"97","shh_14.0_11_157_DF","DUHi",14,157,"DF",2,0,0,0,0,1,"2_0_0_1","145_2_0_0_1","Y",145,"157DF",14,"7/17/2014","DUHi",157,"DF",5,TRUE,14,5.05624580534831,"DF",-1,5.13897372992244,14.3888956604091,14.234468307123,5.09181881291518,14.300872069036,14.2697223158138,13.9114663704272,14.6174158498985,"001",14.2462719210794,14.3692749854995,71
"98","shh_14.0_16_144_DR","DUHi",14,144,"DR",2,0,0,0,0,1,"2_0_0_1","145_2_0_0_1","-",145,"144DR",14,"7/30/2014","DUHi",144,"DR",4,TRUE,14,4.969813299576,"DR",-1,4.92630648992761,13.9919119433374,14.0731256507827,4.95110537142719,14.0382037565812,14.0557668611875,13.6914660082307,14.4165820348619,"001",14.0697635031971,14.0041040561849,75
"99","shh_13.5_02_127_FA","FVB",13.5,127,"FA",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","Y",123,"127FA",13.5,"7/17/2014","FVB",127,"FA",5,TRUE,13.5,4.84418708645859,"FA",-1.5,4.8394818084554,13.420773678415,13.4309499002545,4.84216381691722,13.4265741248635,13.4327331502143,12.9983277158974,13.833290385881,"001",13.4245352271253,13.4252591247798,280
"100","shh_13.5_04_125_FA","FVB",13.5,125,"FA",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","Y",123,"125FA",13.5,"7/17/2014","FVB",125,"FA",5,TRUE,13.5,4.8283137373023,"FA",-1.5,4.82360845929911,13.386443991149,13.3966202129884,4.82629046776093,13.3922444375975,13.398419582478,12.9621398454848,13.7993139570602,"001",13.3900600056426,13.3910984384137,279
"101","shh_14.0_21_105_DF","DUHi",14,105,"DF",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","Y",123,"105DF",14,"7/17/2014","DUHi",105,"DF",5,TRUE,14,4.65396035015752,"DF",-1,4.73668827473165,13.6379536002713,13.4835262469851,4.6895333577244,13.5499300088982,13.5218019354309,13.1391607468718,13.8827930173045,"001",13.4970307599019,13.6199406289837,63
"102","shh_13.5_06_109_FI","FVB",13.5,109,"FI",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","-",123,"109FI",13.5,"10/17/2014","FVB",109,"FI",6,TRUE,13.5,4.69134788222914,"FI",-1.5,4.85891797127139,13.462808751452,13.100400749503,4.76340302051731,13.2562361903411,13.1760832646118,12.7212319257584,13.5925675801828,"001",13.1157982047798,13.4272197027412,642
"103","shh_13.5_05_67_DQ","DUHi",13.5,67,"DQ",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"67DQ",13.5,"7/30/2014","DUHi",67,"DQ",4,TRUE,13.5,4.20469261939097,"DQ",-1.5,4.31396247068026,12.8488557542723,12.6448828634323,4.25167865544536,12.7325912064935,12.6946649484803,12.2762610704139,13.0863898158173,"001",12.6630594613393,12.8297512385671,28
"104","shh_13.5_06_101_DQ","DUHi",13.5,101,"DQ",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"101DQ",13.5,"7/30/2014","DUHi",101,"DQ",4,TRUE,13.5,4.61512051684126,"DQ",-1.5,4.72439036813055,13.6149972263849,13.4110243355449,4.66210655289565,13.4987326786061,13.4568794524308,13.0802209880492,13.816477626854,"001",13.4284214650383,13.5931075088057,31
"105","shh_15.0_09_186_DJ","DUHi",15,186,"DJ",1,1,0,1,0,1,"1_1_1_1","202_1_1_1_1","-",202,"186DJ",15,"1/30/2014","DUHi",186,"DJ",5,TRUE,15,5.2257466737132,"DJ",0,5.33809060217255,14.760585047451,14.550873808845,5.27405456295072,14.6410496414455,14.6003111683663,14.2454287132716,14.9460951392836,"001",14.5628293354332,14.7379839136547,162
"106","shh_15.0_14_203_DAB","DUHi",15,203,"DAB",1,1,0,1,0,1,"1_1_1_1","202_1_1_1_1","Y",202,"203DAB",15,"10/30/2014","DUHi",203,"DAB",5,TRUE,15,5.31320597904179,"DAB",0,5.47170026572562,15.0099928117841,14.7141331811992,5.38135852231584,14.8413528223507,14.7763115013292,14.4165767510496,15.1313013632013,"001",14.7309580566958,14.9674254661204,146
"107","shh_15.0_01_219_DK","DUHi",15,219,"DK",1,2,0,2,1,1,"1_2_2_1","235_1_2_2_1","Y",235,"219DK",15,"3/13/2014","DUHi",219,"DK",5,TRUE,15,5.3890717298165,"DK",0,5.27864255052449,14.64961398996,14.8557509862815,5.34158718272094,14.7671120778632,14.803076689945,14.4621514284134,15.1524903285128,"001",14.8435003774546,14.678617671243,173
"108","shh_14.5_01_178_FC","FVB",14.5,178,"FC",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"178FC",14.5,"4/23/2014","FVB",178,"FC",4,TRUE,14.5,5.18178355029209,"FC",-0.5,5.21660752850993,14.2363928588409,14.1610781744722,5.19675786092576,14.1934634887507,14.1796824409913,13.766077388625,14.5721945872329,"001",14.1571450475751,14.2327700389615,405
"109","shh_14.5_02_193-197_FC","FVB",14.5,195,"FC",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"195FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","shh_14.0_11_195_FP","FVB",14,195,"FP",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"195FP",14.5,"2/25/2015","FVB",195,"FP",4,TRUE,14.5,5.27299955856375,"FP",-0.5,5.29494297558144,14.405810879785,14.3583533056871,5.28243522788136,14.3787600625492,14.3723431478372,13.9605169589499,14.7761698704198,"001",14.3539350766361,14.3976698500943,428
"111","shh_14.0_12_199_FP","FVB",14,199,"FP",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"199FP",14.5,"2/25/2015","FVB",199,"FP",4,TRUE,14.5,5.29330482472449,"FP",-0.5,5.31524824174219,14.4497255842553,14.4022680101574,5.3027404940421,14.4226747670195,14.4163806464915,14.0056350752073,14.8207899143852,"001",14.3977432689131,14.4413582789153,432
"112","shh_14.5_13_215_FP","FVB",14.5,215,"FP",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"215FP",14.5,"2/25/2015","FVB",215,"FP",4,TRUE,14.5,5.37063802812766,"FP",-0.5,5.39258144514536,14.6169760278747,14.5695184537768,5.38007369744527,14.5899252106389,14.583894058805,14.1767184674546,14.9883925960309,"001",14.5648889413607,14.6083112642999,436
"113","shh_14.5_03_199-207_FC","FVB",14.5,203,"FC",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","-",199,"203FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","shh_14.5_04_199-207_FC","FVB",14.5,203,"FC",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"203FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","shh_14.5_05_199-207_FC","FVB",14.5,203,"FC",0,2,0,2,0,1,"0_2_2_1","325_0_2_2_1","-",325,"203FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","shh_15.0_05_245_DJ","DUHi",15,245,"DJ",0,2,0,1,0,1,"0_2_1_1","227_0_2_1_1","-",227,"245DJ",15,"1/30/2014","DUHi",245,"DJ",5,TRUE,15,5.50125821054473,"DJ",0,5.61360213900408,15.2748795574573,15.0651683188513,5.54956609978225,15.1553441514519,15.1114259157501,14.7607174567117,15.4625605000249,"001",15.0763617979076,15.2510873399837,169
"117","shh_13.5_07_72_DC","DUHi",13.5,72,"DC",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"72DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","shh_13.5_05_67_DQ","DUHi",13.5,67,"DQ",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"67DQ",13.5,"7/30/2014","DUHi",67,"DQ",4,TRUE,13.5,4.20469261939097,"DQ",-1.5,4.31396247068026,12.8488557542723,12.6448828634323,4.25167865544536,12.7325912064935,12.6946649484803,12.2762610704139,13.0863898158173,"001",12.6630594613393,12.8297512385671,28
"119","shh_13.5_08_111_DC","DUHi",13.5,111,"DC",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"111DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","shh_14.0_10_159_FJ","FVB",14,159,"FJ",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","-",162,"159FJ",14,"12/8/2014","FVB",159,"FJ",2,TRUE,14,5.06890420222023,"FJ",-1,5.20657533379452,14.214695981655,13.9169511991282,5.12810278879718,14.0449814556147,13.9793858024861,13.5509893119666,14.3806031538824,"001",13.9246239790118,14.1799695421649,375
"121","shh_14.5_11_163_FR","FVB",14.5,163,"FR",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","-",162,"163FR",14.5,"3/4/2015","FVB",163,"FR",4,TRUE,14.5,5.09375020080676,"FR",-0.5,5.23022370437094,14.2658409012462,13.9706862586226,5.15243380733936,14.0976027549507,14.0264470781724,13.6034040314859,14.4315577950722,"001",13.9813875308202,14.233724207529,450
"122","shh_14.0_05_171-178_FB","FVB",14,174.5,"FB",0,1,0,1,0,1,"0_1_1_1","199_0_1_1_1","Y",199,"174.5FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","shh_13.5_09_99_DZ","DUHi",13.5,99,"DZ",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"99DZ",13.5,"11/19/2014","DUHi",99,"DZ",4,TRUE,13.5,4.59511985013459,"DZ",-1.5,4.55974089405414,13.3076477717423,13.3736892997711,4.57990689902,13.3452914427187,13.3650278612946,12.9850041479005,13.7286868808884,"001",13.3740714619196,13.320171799658,37
"124","shh_14.0_12_91_DU","DUHi",14,91,"DU",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"91DU",14,"10/14/2014","DUHi",91,"DU",3,TRUE,14,4.51085950651685,"DU",-1,4.64110719486797,13.4595333961677,13.2164013958517,4.56686601250783,13.3209481559876,13.2789394591706,12.884355308393,13.64369985744,"001",13.2311819508547,13.4313667457677,80
"125","shh_14.0_18_94_DU","DUHi",14,94,"DU",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","-",97,"94DU",14,"10/14/2014","DUHi",94,"DU",3,TRUE,14,4.54329478227,"DU",-1,4.67354247062113,13.5200799868558,13.2769479865398,4.59930128826099,13.3814947466757,13.3386456768662,12.9476283041136,13.7017960039149,"001",13.2915302691152,13.491576535054,81
"126","shh_14.0_20_142_DU","DUHi",14,142,"DU",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"142DU",14,"10/14/2014","DUHi",142,"DU",3,TRUE,14,4.95582705760126,"DU",-1,5.08607474595238,14.2901496791933,14.0470176788773,5.01183356359224,14.1515644390132,14.1042853684289,13.7504829673124,14.4468810370241,"001",14.060408768303,14.2597492703028,87
"127","shh_13.5_07_88_FK","FVB",13.5,88,"FK",0,0,0,0,0,0,"0_0_0_0","097_0_0_0_0","Y",97,"88FK",13.5,"12/10/2014","FVB",88,"FK",4,TRUE,13.5,4.47733681447821,"FK",-1.5,4.78721332084986,13.3077313194458,12.6375536871074,4.61058371221802,12.9257300690129,12.7657744688901,12.271075656088,13.2025474776131,"001",12.6681316707576,13.2294951543455,286
"128","shh_14.5_05_187_DP","DUHi",14.5,187,"DP",1,0,0,0,0,1,"1_0_0_1","179_1_0_0_1","Y",179,"187DP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","shh_13.5_03_143_FA","FVB",13.5,143,"FA",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","-",162,"143FA",13.5,"7/17/2014","FVB",143,"FA",5,TRUE,13.5,4.96284463025991,"FA",-1.5,4.95813935225672,13.6773973014673,13.6875735233067,4.96082136071854,13.6831977479158,13.6891312904333,13.2693057656479,14.0897930212839,"001",13.6810631966498,13.6819572719172,283
"130","shh_14.0_01_163-167_FB","FVB",14,165,"FB",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","Y",162,"165FB",14,"5/6/2014","FVB",165,"FB",3,TRUE,14,5.10594547390058,"FB",-1,5.0867210741143,13.9554841913884,13.9970612792507,5.09767898199248,13.9791831314699,13.998817804723,13.5823618178414,14.4033685455731,"001",13.9922980742168,13.9567319969983,367
"131","shh_14.0_02_171-178_FB","FVB",14,174.5,"FB",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","Y",162,"174.5FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","shh_14.0_03_163-167_FB","FVB",14,165,"FB",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","Y",162,"165FB",14,"5/6/2014","FVB",165,"FB",3,TRUE,14,5.10594547390058,"FB",-1,5.0867210741143,13.9554841913884,13.9970612792507,5.09767898199248,13.9791831314699,13.998817804723,13.5823618178414,14.4033685455731,"001",13.9922980742168,13.9567319969983,367
"133","shh_14.0_04_163-167_FB","FVB",14,165,"FB",1,0,0,0,0,1,"1_0_0_1","179_1_0_0_1","-",179,"165FB",14,"5/6/2014","FVB",165,"FB",3,TRUE,14,5.10594547390058,"FB",-1,5.0867210741143,13.9554841913884,13.9970612792507,5.09767898199248,13.9791831314699,13.998817804723,13.5823618178414,14.4033685455731,"001",13.9922980742168,13.9567319969983,367
"134","shh_14.0_06_171-178_FB","FVB",14,174.5,"FB",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","Y",162,"174.5FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","shh_14.0_08_141_FJ","FVB",14,141,"FJ",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","Y",162,"141FJ",14,"12/8/2014","FVB",141,"FJ",2,TRUE,14,4.94875989037817,"FJ",-1,5.08643102195246,13.9548568883593,13.6571121058325,5.00795847695511,13.785142362319,13.7184025311469,13.2804246756952,14.125082665199,"001",13.6650459810169,13.9203451526648,372
"136","shh_14.0_09_148_FJ","FVB",14,148,"FJ",0,0,0,0,0,1,"0_0_0_1","162_0_0_0_1","Y",162,"148FJ",14,"12/8/2014","FVB",148,"FJ",2,TRUE,14,4.99721227376411,"FJ",-1,5.1348834053384,14.0596460637601,13.7619012812332,5.05641086034106,13.8899315377198,13.8237322917641,13.3895491400623,14.2282076768034,"001",13.7696131212577,14.0247459147053,373
"137","shh_14.5_21_186_DAD","DUHi",14.5,186,"DAD",1,0,0,0,0,1,"1_0_0_1","179_1_0_0_1","y",179,"186DAD",14.5,"4/30/2015","DUHi",186,"DAD",5,TRUE,14.5,5.2257466737132,"DAD",-0.5,5.09811990598096,14.3126342536909,14.550873808845,5.17086716358834,14.4484308001287,14.4978615407042,14.1473982107848,14.8562062136095,"001",14.5385079936716,14.3489451824991,93
"138","shh_14.5_22_191_DAD","DUHi",14.5,191,"DAD",1,0,0,0,0,1,"1_0_0_1","179_1_0_0_1","y",179,"191DAD",14.5,"4/30/2015","DUHi",191,"DAD",5,TRUE,14.5,5.25227342804663,"DAD",-0.5,5.12464666031439,14.3621514691182,14.6003910242722,5.19739391792177,14.4979480155559,14.5469617206969,14.1979888270289,14.9060060565287,"001",14.588123946551,14.3981163797521,94
"139","shh_14.5_23_217_DAD","DUHi",14.5,217,"DAD",1,0,0,0,0,1,"1_0_0_1","179_1_0_0_1","-",179,"217DAD",14.5,"4/30/2015","DUHi",217,"DAD",5,TRUE,14.5,5.37989735354046,"DAD",-0.5,5.25227058580822,14.6003857186954,14.8386252738494,5.3250178434156,14.7361822651332,14.7835050799363,14.4392235896955,15.1432606934111,"001",14.8261108476196,14.6357079044334,95
"140","shh_15.5_17_353_DAC","DUHi",15.5,353,"DAC",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"353DAC",15.5,"4/29/2015","DUHi",353,"DAC",4,TRUE,15.5,5.8664680569333,"DAC",0.5,5.74975231529794,15.5290296704057,15.7469017270343,5.81628028803009,15.653216742684,15.6900466565942,15.3415073871012,16.0529991765598,"001",15.732596322811,15.5578033948594,190
"141","shh_13.5_13_107_DZ","DUHi",13.5,107,"DZ",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","y",123,"107DZ",13.5,"11/19/2014","DUHi",107,"DZ",4,TRUE,13.5,4.67282883446191,"DZ",-1.5,4.63744987838145,13.4527063216575,13.5187478496864,4.65761588334731,13.490349992634,13.5092872105078,13.1365259168749,13.8678087359386,"001",13.5184753223649,13.4651226224853,38
"142","shh_14.0_26_126_DAA","DUHi",14,126,"DAA",2,0,0,0,0,0,"2_0_0_0","123_2_0_0_0","y",123,"126DAA",14,"5/12/2014","DUHi",126,"DAA",2,TRUE,14,4.83628190695148,"DAA",-1,4.91479585568318,13.9704251625416,13.8238639939749,4.87004290490611,13.8868852964586,13.8575161714301,13.4831446673003,14.20529085739,"001",13.8354127290067,13.9473997918519,49
"143","shh_15.5_18_257_DAC","DUHi",15.5,257,"DAC",0,2,0,2,1,1,"0_2_2_1","325_0_2_2_1","y",325,"257DAC",15.5,"4/29/2015","DUHi",257,"DAC",4,TRUE,15.5,5.54907608489522,"DAC",0.5,5.43236034325986,14.9365573891485,15.154429445777,5.49888831599201,15.0607444614268,15.1014512747626,14.7552742962814,15.4502420981348,"001",15.1419936282521,14.9688018591405,189
