	Age(dpc)	Date	Strain	Weight	Litter	Weekday
579	15	1/30/2014	DUHi	201	DJ	5
580	15	1/30/2014	DUHi	202	DJ	5
581	15	1/30/2014	DUHi	204	DJ	5
582	15	1/30/2014	DUHi	217	DJ	5
583	15	1/30/2014	DUHi	218	DJ	5
584	15	1/30/2014	DUHi	244	DJ	5
585	15	1/30/2014	DUHi	245	DJ	5
586	15	1/30/2014	DUHi	247	DJ	5
587	15	1/30/2014	DUHi	252	DJ	5
588	15	1/30/2014	DUHi	256	DJ	5
589	15	3/13/2014	DUHi	219	DK	5
590	15	3/13/2014	DUHi	221	DK	5
591	15	3/13/2014	DUHi	245	DK	5
592	15	3/13/2014	DUHi	262	DK	5
593	15	3/13/2014	DUHi	265	DK	5
594	15	3/13/2014	DUHi	277	DK	5
595	15	3/13/2014	DUHi	285	DK	5
596	15	3/13/2014	DUHi	293	DK	5
597	15	3/13/2014	DUHi	294	DK	5
598	15	3/13/2014	DUHi	316	DK	5
599	15	9/18/2014	DUHi	196	DT	5
600	15	9/18/2014	DUHi	221	DT	5
601	15	9/18/2014	DUHi	235	DT	5
602	15	9/18/2014	DUHi	242	DT	5
603	15	9/18/2014	DUHi	294	DT	5
604	15	9/18/2014	DUHi	185	DT	5
605	15.5	4/29/2015	DUHi	257	DAC	4
606	15.5	4/29/2015	DUHi	353	DAC	4
607	15.5	4/29/2015	DUHi	361	DAC	4
608	15.5	4/29/2015	DUHi	367	DAC	4
609	15.5	4/29/2015	DUHi	373	DAC	4
610	15.5	4/29/2015	DUHi	421	DAC	4
611	15.5	12/19/2013	DUHi	189	DL	5
612	15.5	12/19/2013	DUHi	204	DL	5
613	15.5	12/19/2013	DUHi	247	DL	5
614	15.5	12/19/2013	DUHi	306	DL	5
615	15.5	12/19/2013	DUHi	308	DL	5
616	15.5	3/5/2014	DUHi	391	DM	4
617	15.5	3/5/2014	DUHi	435	DM	4
618	15.5	3/5/2014	DUHi	437	DM	4
619	15.5	3/5/2014	DUHi	439	DM	4
620	15.5	3/5/2014	DUHi	457	DM	4
621	15.5	3/5/2014	DUHi	475	DM	4
622	15.5	3/5/2014	DUHi	483	DM	4
623	15.5	3/5/2014	DUHi	490	DM	4
624	15.5	3/12/2014	DUHi	227	DN	4
625	15.5	3/12/2014	DUHi	359	DN	4
626	15.5	3/12/2014	DUHi	379	DN	4
627	15.5	3/12/2014	DUHi	380	DN	4
628	15.5	3/12/2014	DUHi	399	DN	4
629	15.5	3/12/2014	DUHi	413	DN	4
630	15.5	3/12/2014	DUHi	426	DN	4
631	15.5	3/12/2014	DUHi	427	DN	4
632	15.5	3/12/2014	DUHi	427	DN	4
633	15.5	3/12/2014	DUHi	428	DN	4
634	15.5	3/12/2014	DUHi	442	DN	4
635	15.5	3/12/2014	DUHi	456	DN	4
636	15.5	9/24/2014	DUHi	278	DU	4
637	15.5	9/24/2014	DUHi	369	DU	4
638	15.5	9/24/2014	DUHi	371	DU	4
639	15.5	10/23/2014	DUHi	244	DV	5
640	15.5	10/23/2014	DUHi	290	DV	5
641	15.5	10/23/2014	DUHi	338	DV	5
642	15.5	10/23/2014	DUHi	340	DV	5
643	15.5	10/23/2014	DUHi	355	DV	5
644	15.5	10/23/2014	DUHi	360	DV	5
645	15.5	10/23/2014	DUHi	363	DV	5
646	15.5	10/23/2014	DUHi	457	DV	5
647	16	3/20/2014	DUHi	375	DO	5
648	16	3/20/2014	DUHi	377	DO	5
649	16	3/20/2014	DUHi	391	DO	5
650	16	3/20/2014	DUHi	398	DO	5
651	16	3/20/2014	DUHi	424	DO	5
652	16	3/20/2014	DUHi	452	DO	5
653	16	3/20/2014	DUHi	455	DO	5
654	16	3/20/2014	DUHi	476	DO	5
655	16	3/20/2014	DUHi	481	DO	5
656	16	3/20/2014	DUHi	516	DO	5
657	16.5	9/25/2014	DUHi	246	DW	5
658	16.5	9/25/2014	DUHi	271	DW	5
659	16.5	9/25/2014	DUHi	328	DW	5
660	17	10/21/2015	DUHi	433	DAE	4
661	17	10/21/2015	DUHi	490	DAE	4
662	17	10/21/2015	DUHi	690	DAE	4
663	17	10/21/2015	DUHi	731	DAE	4
664	17.5	11/30/2015	DUHi	695	DAG	2
665	17.5	11/30/2015	DUHi	757	DAG	2
666	17.5	11/30/2015	DUHi	832	DAG	2
667	17.5	11/30/2015	DUHi	858	DAG	2
668	17.5	11/30/2015	DUHi	873	DAG	2
669	17.5	11/30/2015	DUHi	881	DAG	2
670	17.5	11/30/2015	DUHi	917	DAG	2
671	17.5	11/30/2015	DUHi	941	DAG	2
672	17.5	11/30/2015	DUHi	987	DAG	2
673	17.5	11/30/2015	DUHi	1042	DAG	2
674	17.5	11/30/2015	DUHi	1091	DAG	2
675	18.5	10/13/2014	DUHi	1029	DT	2
676	18.5	10/13/2014	DUHi	1081	DT	2
677	18.5	10/13/2014	DUHi	1233	DT	2
678	18.5	10/13/2014	DUHi	1253	DT	2
679	18.5	10/13/2014	DUHi	1285	DT	2
680	18.5	10/13/2014	DUHi	1338	DT	2
681	18.5	10/13/2014	DUHi	1428	DT	2
682	18.5	10/13/2014	DUHi	1436	DT	2
683	18.5	10/13/2014	DUHi	1504	DT	2
684	19.5	4/29/2014	DUHi	1803	DS	3
685	19.5	4/29/2014	DUHi	1820	DS	3
686	19.5	4/29/2014	DUHi	1881	DS	3
687	19.5	4/29/2014	DUHi	1902	DS	3
688	19.5	4/29/2014	DUHi	2024	DS	3
689	19.5	4/29/2014	DUHi	2230	DS	3
690	19.5	4/29/2014	DUHi	1779	DS	3

