"Age.dpc."	"Date"	"Strain"	"Weight"	"Litter"	"Weekday"	"indata"	"age"	"poids"	"portee"	"agerel"	"poidscor"	"agecor"	"agepreditsanscor"	"poidscor2"	"agecor2"	"dev"	"dev.inf"	"dev.sup"
"442"	13.5	"11/19/2014"	"DUHi"	112	"DZ"	4	TRUE	13.5	4.71849887129509	"DZ"	-1.5	4.68311991521464	13.5379581027089	13.6039996307378	4.7032859201805	13.5756017736854	13.6032527084388	13.3187143682566	13.8647909263861
"443"	13.5	"11/19/2014"	"DUHi"	114	"DZ"	4	FALSE	13.5	4.7361984483945	"DZ"	-1.5	4.70081949231404	13.5709977185317	13.6370392465605	4.7209854972799	13.6086413895081	13.6361154087702	13.3545709306082	13.8959468909141
"444"	13.5	"11/19/2014"	"DUHi"	121	"DZ"	4	FALSE	13.5	4.79579054559674	"DZ"	-1.5	4.76041158951629	13.6822376643551	13.748279192384	4.78057759448215	13.7198813353316	13.7471334081813	13.4727441005688	14.0011863802065
"445"	13.5	"11/19/2014"	"DUHi"	135	"DZ"	4	TRUE	13.5	4.90527477843843	"DZ"	-1.5	4.86989582235798	13.8866107390013	13.9526522670301	4.89006182732384	13.9242544099777	13.9510347746277	13.6901864922557	14.195793652828
"446"	14	"5/12/2014"	"DUHi"	79	"DAA"	2	TRUE	14	4.36944785246702	"DAA"	-1	4.44796180119873	13.0989909058623	12.9524297372956	4.40320885042165	13.0154510397793	12.9652048288363	12.6239298079477	13.2727793706423
"447"	14	"5/12/2014"	"DUHi"	122	"DAA"	2	TRUE	14	4.80402104473326	"DAA"	-1	4.88253499346496	13.9102041477786	13.763642979212	4.83778204268789	13.8266642816956	13.7751358267386	13.5007074252488	14.0303983217142
"448"	14	"5/12/2014"	"DUHi"	125	"DAA"	2	FALSE	14	4.8283137373023	"DAA"	-1	4.90682768603401	13.9555510634295	13.8089898948628	4.86207473525693	13.8720111973465	13.8205485305756	13.5495310401766	14.0731000631658
"449"	14	"5/12/2014"	"DUHi"	126	"DAA"	2	TRUE	14	4.83628190695148	"DAA"	-1	4.91479585568318	13.9704251625416	13.8238639939749	4.87004290490611	13.8868852964586	13.8354127290067	13.5651305654606	14.0868412234088
"450"	14	"5/12/2014"	"DUHi"	141	"DAA"	2	TRUE	14	4.94875989037817	"DAA"	-1	5.02727383910987	14.1803866401559	14.0338254715892	4.9825208883328	14.0968467740729	14.044654802515	13.7888228589604	14.2857807637251
"451"	14	"5/12/2014"	"DUHi"	142	"DAA"	2	TRUE	14	4.95582705760126	"DAA"	-1	5.03434100633297	14.193578847444	14.0470176788773	4.98958805555589	14.1100389813609	14.0577268780823	13.8028189018818	14.2983014532777
"452"	14	"5/12/2014"	"DUHi"	177	"DAA"	2	TRUE	14	5.17614973257383	"DAA"	-1	5.25466368130553	14.604852885081	14.4582917165143	5.20991073052846	14.521313018998	14.4678446346214	14.2313769177194	14.6970786915794
"453"	14	"1/20/2014"	"DUHi"	69	"DD"	2	TRUE	14	4.23410650459726	"DD"	-1	4.47539504082096	13.1502002479162	12.6997894559239	4.33786057517345	12.8934660964806	12.7301586356038	12.3692313910359	13.0617920929503
"454"	14	"1/20/2014"	"DUHi"	93	"DD"	2	FALSE	14	4.53259949315326	"DD"	-1	4.77388802937695	13.7073939939756	13.2569832019833	4.63635356372945	13.45065984254	13.2857634075365	12.9741924474313	13.5741701876499
"455"	14	"1/20/2014"	"DUHi"	101	"DD"	2	FALSE	14	4.61512051684126	"DD"	-1	4.85640905306496	13.8614351275372	13.4110243355449	4.71887458741745	13.6047009761016	13.4397616448164	13.1404415189848	13.7162939675321
"456"	14	"1/20/2014"	"DUHi"	98	"DD"	2	FALSE	14	4.58496747867057	"DD"	-1	4.82625601489427	13.8051487659223	13.35473797393	4.68872154924676	13.5484146144867	13.3835052615367	13.0800029124663	13.6639287414425
"457"	14	"1/20/2014"	"DUHi"	116	"DD"	2	FALSE	14	4.75359019110636	"DD"	-1	4.99487872733006	14.1199150231376	13.6695042311453	4.85734426168255	13.863180871702	13.6978405150447	13.418255084441	13.9570500039165
"458"	14	"1/20/2014"	"DUHi"	128	"DD"	2	TRUE	14	4.85203026391962	"DD"	-1	5.09331880014331	14.3036720795379	13.8532612875456	4.95578433449581	14.0469379281023	13.8812891701827	13.6147210686726	14.1307446879611
"459"	14	"1/20/2014"	"DUHi"	128	"DD"	2	TRUE	14	4.85203026391962	"DD"	-1	5.09331880014331	14.3036720795379	13.8532612875456	4.95578433449581	14.0469379281023	13.8812891701827	13.6147210686726	14.1307446879611
"460"	14	"1/20/2014"	"DUHi"	141	"DD"	2	TRUE	14	4.94875989037817	"DD"	-1	5.19004842660187	14.4842362635815	14.0338254715892	5.05251396095436	14.2275021121459	14.0617011650884	13.8057169446343	14.3034703013282
"471"	14	"7/17/2014"	"DUHi"	97	"DF"	5	FALSE	14	4.57471097850338	"DF"	-1	4.65743890307751	13.4900196254116	13.3355922721255	4.61028398607026	13.4019960340385	13.3496333740965	13.0391497048343	13.6276101042061
"472"	14	"7/17/2014"	"DUHi"	98	"DF"	5	FALSE	14	4.58496747867057	"DF"	-1	4.6676954032447	13.5091653272161	13.35473797393	4.62054048623745	13.421141735843	13.3685486033992	13.0600119739128	13.6451997454152
"473"	14	"7/17/2014"	"DUHi"	105	"DF"	5	TRUE	14	4.65396035015752	"DF"	-1	4.73668827473165	13.6379536002713	13.4835262469851	4.6895333577244	13.5499300088982	13.4970307599019	13.1993613708455	13.7658088509378
"474"	14	"7/17/2014"	"DUHi"	124	"DF"	5	FALSE	14	4.82028156560504	"DF"	-1	4.90300949017917	13.9484236770817	13.7939963237955	4.85585457317191	13.8604000857086	13.8072188440534	13.5327061165691	14.0585776462084
"475"	14	"7/17/2014"	"DUHi"	128	"DF"	5	FALSE	14	4.85203026391962	"DF"	-1	4.93475818849375	14.0076886408317	13.8532612875456	4.88760327148649	13.9196650494586	13.8661652619487	13.5957637573256	14.1146390180697
"476"	14	"7/17/2014"	"DUHi"	139	"DF"	5	TRUE	14	4.93447393313069	"DF"	-1	5.01720185770482	14.1615853775987	14.0071580243126	4.97004694069757	14.0735617862256	14.0193874074401	13.7598069252644	14.2600550423139
"477"	14	"7/17/2014"	"DUHi"	139	"DF"	5	TRUE	14	4.93447393313069	"DF"	-1	5.01720185770482	14.1615853775987	14.0071580243126	4.97004694069757	14.0735617862256	14.0193874074401	13.7598069252644	14.2600550423139
"478"	14	"7/17/2014"	"DUHi"	140	"DF"	5	TRUE	14	4.9416424226093	"DF"	-1	5.02437034718343	14.1749667220835	14.0205393687974	4.97721543017618	14.0869431307104	14.0327407437319	13.7742042349261	14.2728595423755
"479"	14	"7/17/2014"	"DUHi"	143	"DF"	5	TRUE	14	4.96284463025991	"DF"	-1	5.04557255483404	14.2145446617957	14.0601173085095	4.99841763782678	14.1265210704226	14.0723464592944	13.8163251415102	14.3100867311385
"480"	14	"7/17/2014"	"DUHi"	143	"DF"	5	TRUE	14	4.96284463025991	"DF"	-1	5.04557255483404	14.2145446617957	14.0601173085095	4.99841763782678	14.1265210704226	14.0723464592944	13.8163251415102	14.3100867311385
"481"	14	"7/17/2014"	"DUHi"	157	"DF"	5	TRUE	14	5.05624580534831	"DF"	-1	5.13897372992244	14.3888956604091	14.234468307123	5.09181881291518	14.300872069036	14.2462719210794	13.9996178868268	14.4770804407571
"482"	14	"7/30/2014"	"DUHi"	117	"DR"	4	TRUE	14	4.76217393479776	"DR"	-1	4.71866712514937	13.6043137084513	13.6855274158967	4.74346600664895	13.6506055216951	13.6837351862112	13.4123400113139	13.9434293521468
"483"	14	"7/30/2014"	"DUHi"	139	"DR"	4	TRUE	14	4.93447393313069	"DR"	-1	4.8909671234823	13.9259443168672	14.0071580243126	4.91576600498188	13.9722361301111	14.0040098416975	13.752570064323	14.2477822385912
"484"	14	"7/30/2014"	"DUHi"	143	"DR"	4	TRUE	14	4.96284463025991	"DR"	-1	4.91933782061152	13.9789036010642	14.0601173085095	4.9441367021111	14.025195414308	14.0568433774606	13.8087205408335	14.2986166354318
"485"	14	"7/30/2014"	"DUHi"	144	"DR"	4	TRUE	14	4.969813299576	"DR"	-1	4.92630648992761	13.9919119433374	14.0731256507827	4.95110537142719	14.0382037565812	14.0697635031971	13.8225722320897	14.3110355527529
"486"	14	"7/30/2014"	"DUHi"	149	"DR"	4	TRUE	14	5.00394630594546	"DR"	-1	4.96043949629707	14.055627670046	14.1368413774913	4.98523837779665	14.1019194832898	14.1333358166322	13.8891273063163	14.3723019896908
"487"	14	"7/30/2014"	"DUHi"	161	"DR"	4	TRUE	14	5.08140436498446	"DR"	-1	5.03789755533607	14.2002178203447	14.2814315277901	5.06269643683566	14.2465096335886	14.2778338495974	14.0408389782613	14.5114199315081
"488"	14	"7/30/2014"	"DUHi"	169	"DR"	4	TRUE	14	5.12989871492307	"DR"	-1	5.08639190527468	14.2907417171897	14.3719554246351	5.11119078677427	14.3370335304336	14.3680404373198	14.1343870334735	14.5996550083217
"489"	14	"10/14/2014"	"DUHi"	68	"DU"	3	FALSE	14	4.21950770517611	"DU"	-1	4.34975539352723	12.9156700297432	12.6725380294271	4.27551421116709	12.777084789563	12.6885698967298	12.3257641528248	13.0233241857779
"490"	14	"10/14/2014"	"DUHi"	91	"DU"	3	TRUE	14	4.51085950651685	"DU"	-1	4.64110719486797	13.4595333961677	13.2164013958517	4.56686601250783	13.3209481559876	13.2311819508547	12.9177422386443	13.5223788356126
"491"	14	"10/14/2014"	"DUHi"	94	"DU"	3	TRUE	14	4.54329478227	"DU"	-1	4.67354247062113	13.5200799868558	13.2769479865398	4.59930128826099	13.3814947466757	13.2915302691152	12.9836318318864	13.5781435514574
"492"	14	"10/14/2014"	"DUHi"	98	"DU"	3	FALSE	14	4.58496747867057	"DU"	-1	4.71521516702169	13.597869974246	13.35473797393	4.64097398466155	13.4592847340659	13.3689972429902	13.0675117768038	13.6503451269728
"493"	14	"10/14/2014"	"DUHi"	113	"DU"	3	TRUE	14	4.72738781871234	"DU"	-1	4.85763550706346	13.8637245364145	13.6205925360985	4.78339432470332	13.7251392962344	13.6346049937346	13.3525091978324	13.8989022937488
"494"	14	"10/14/2014"	"DUHi"	119	"DU"	3	FALSE	14	4.77912349311153	"DU"	-1	4.90937118146265	13.9602989797971	13.717166979481	4.83512999910251	13.8217137396169	13.7310285711086	13.456299301457	13.9898211328617
"495"	14	"10/14/2014"	"DUHi"	125	"DU"	3	TRUE	14	4.8283137373023	"DU"	-1	4.95856142565342	14.0521218951788	13.8089898948628	4.88432024329328	13.9135366549987	13.8225215995404	13.5549520254013	14.0772233735795
"496"	14	"10/14/2014"	"DUHi"	132	"DU"	3	FALSE	14	4.88280192258637	"DU"	-1	5.01304961093749	14.1538344218994	13.9107024215834	4.93880842857735	14.0152491817193	13.9241913741363	13.6629351613803	14.174843439916
"497"	14	"10/14/2014"	"DUHi"	142	"DU"	3	TRUE	14	4.95582705760126	"DU"	-1	5.08607474595238	14.2901496791933	14.0470176788773	5.01183356359224	14.1515644390132	14.060408768303	13.8077235173631	14.3038555111981
"498"	14	"10/14/2014"	"DUHi"	147	"DU"	3	FALSE	14	4.99043258677874	"DU"	-1	5.12068027512986	14.3547474592954	14.1116154589794	5.04643909276972	14.2161622191153	14.12531370811	13.876160006134	14.3660472194959
"499"	14	"10/14/2014"	"DUHi"	158	"DU"	3	TRUE	14	5.06259503302697	"DU"	-1	5.19284272137809	14.4894523444734	14.2463203441573	5.11860153901795	14.3508671042932	14.2596860061284	14.0185898028371	14.4946581474356
"500"	14	"2/4/2015"	"DUHi"	90	"DY"	4	FALSE	14	4.49980967033027	"DY"	-1	4.96405024749233	14.062367821613	13.1957747819807	4.69943311850995	13.5684097890226	13.2470969691599	12.9330784063496	13.5315669011214
"501"	14	"2/4/2015"	"DUHi"	93	"DY"	4	FALSE	14	4.53259949315326	"DY"	-1	4.99684007031532	14.1235762416156	13.2569832019833	4.73222294133294	13.6296182090252	13.3080991726091	12.9997034501028	13.5883194119991
"502"	14	"2/4/2015"	"DUHi"	60	"DY"	4	FALSE	14	4.0943445622221	"DY"	-1	4.55858513938416	13.3054903365636	12.4388972969313	4.29396801040179	12.8115323039732	12.4916839679046	12.1080770350688	12.8360339897654
"503"	14.5	"4/30/2015"	"DUHi"	186	"DAD"	5	TRUE	14.5	5.2257466737132	"DAD"	-0.5	5.09811990598096	14.3126342536909	14.550873808845	5.17086716358834	14.4484308001287	14.5385079936716	14.3023927937403	14.7695682252285
"504"	14.5	"4/30/2015"	"DUHi"	191	"DAD"	5	TRUE	14.5	5.25227342804663	"DAD"	-0.5	5.12464666031439	14.3621514691182	14.6003910242722	5.19739391792177	14.4979480155559	14.588123946551	14.3538103834529	14.8178337552961
"505"	14.5	"4/30/2015"	"DUHi"	217	"DAD"	5	TRUE	14.5	5.37989735354046	"DAD"	-0.5	5.25227058580822	14.6003857186954	14.8386252738494	5.3250178434156	14.7361822651332	14.8261108476196	14.5969901359044	15.0548500475032
"506"	14.5	"4/30/2015"	"DUHi"	250	"DAD"	5	FALSE	14.5	5.52146091786225	"DAD"	-0.5	5.39383415013001	14.8646409465705	15.1028805017245	5.46658140773738	15.0004374930082	15.0902903365114	14.8618840689342	15.3201861644232
"507"	14.5	"10/29/2015"	"DUHi"	182	"DAF"	5	FALSE	14.5	5.2040066870768	"DAF"	-0.5	5.01515378478392	14.1577622612551	14.5102920027134	5.12279993909086	14.3587042138863	14.4909416669476	14.2559768863129	14.722183877624
"508"	14.5	"10/29/2015"	"DUHi"	193	"DAF"	5	FALSE	14.5	5.26269018890489	"DAF"	-0.5	5.07383728661201	14.2673061415776	14.6198358830358	5.18148344091895	14.4682480942088	14.6004726214257	14.3691736449442	14.8285962670507
"509"	14.5	"10/29/2015"	"DUHi"	204	"DAF"	5	FALSE	14.5	5.31811999384422	"DAF"	-0.5	5.12926709155134	14.37077637988	14.7233061213382	5.23691324585828	14.5717183325112	14.703522611811	14.4749003730738	14.9310851213421
"510"	14.5	"10/29/2015"	"DUHi"	207	"DAF"	5	FALSE	14.5	5.33271879326537	"DAF"	-0.5	5.14386589097249	14.3980278063768	14.750557547835	5.25151204527943	14.598969759008	14.7308997984815	14.5024835292213	14.9581391032847
"511"	14.5	"10/29/2015"	"DUHi"	222	"DAF"	5	FALSE	14.5	5.40267738187228	"DAF"	-0.5	5.2138244795794	14.5286187734996	14.8811485149579	5.32147063388634	14.7295607261308	14.8612987447808	14.6341090994117	15.0878799233541
"512"	14.5	"10/29/2015"	"DUHi"	223	"DAF"	5	TRUE	14.5	5.40717177146012	"DAF"	-0.5	5.21831886916724	14.5370084036307	14.8895381450889	5.32596502347418	14.7379503562619	14.8696105041857	14.6421739473318	15.0961403599668
"513"	14.5	"10/29/2015"	"DUHi"	225	"DAF"	5	FALSE	14.5	5.41610040220442	"DAF"	-0.5	5.22724749991155	14.5536753854437	14.906205126902	5.33489365421848	14.754617338075	14.8861649903102	14.6592118711689	15.1128018850866
"514"	14.5	"10/29/2015"	"DUHi"	229	"DAF"	5	FALSE	14.5	5.43372200355424	"DAF"	-0.5	5.24486910126137	14.5865694447487	14.9390991862069	5.3525152555683	14.7875113973799	14.9190662180203	14.6926994048378	15.1458906052586
"515"	14.5	"10/29/2015"	"DUHi"	230	"DAF"	5	TRUE	14.5	5.4380793089232	"DAF"	-0.5	5.24922640663032	14.5947031811992	14.9472329226575	5.35687256093726	14.7956451338304	14.9271272752087	14.7004987826102	15.1539900574187
"516"	14.5	"10/29/2015"	"DUHi"	231	"DAF"	5	FALSE	14.5	5.44241771052179	"DAF"	-0.5	5.25356480822892	14.602801630179	14.9553313716372	5.36121096253586	14.8037435828102	14.9351652165573	14.7092268485542	15.1617746194735
"517"	14.5	"10/29/2015"	"DUHi"	232	"DAF"	5	FALSE	14.5	5.44673737166631	"DAF"	-0.5	5.25788446937344	14.6108650965487	14.963394838007	5.36553062368037	14.8118070491799	14.9431622179056	14.7174650989463	15.1699626908505
"518"	14.5	"10/29/2015"	"DUHi"	236	"DAF"	5	TRUE	14.5	5.46383180502561	"DAF"	-0.5	5.27497890273274	14.6427750968683	14.9953048383266	5.38262505703967	14.8437170494996	14.9747378641594	14.7496363106935	15.2020673584202
"519"	14.5	"10/29/2015"	"DUHi"	239	"DAF"	5	FALSE	14.5	5.47646355193151	"DAF"	-0.5	5.28761064963864	14.6663546469671	15.0188843884253	5.39525680394557	14.8672965995983	14.9981383307202	14.7732530827719	15.2262779811463
"520"	14.5	"10/29/2015"	"DUHi"	242	"DAF"	5	FALSE	14.5	5.48893772615669	"DAF"	-0.5	5.30008482386381	14.6896400577874	15.0421697992457	5.40773097817075	14.8905820104186	15.0214407814035	14.7961755271614	15.2491631627165
"521"	14.5	"12/17/2013"	"DUHi"	200	"DG"	3	TRUE	14.5	5.29831736654804	"DG"	-0.5	5.06377332018158	14.2485198404899	14.6863407636648	5.19746342661046	14.4980777666996	14.6613046059316	14.4343181744427	14.8899197036412
